transaction_id,user_id,amount,transaction_type,device_type,location,time_of_day,transaction_hour,is_international,previous_transactions,failed_transactions,account_age_days,is_fraud
T01257,U929,80078.17,transfer,tablet,Bangalore,morning,7,0,154,3,933,0
T01258,U866,269574.18,POS,mobile,London,night,21,1,9,9,491,1
T01259,U410,61687.51,ATM,desktop,Mumbai,night,3,0,83,5,217,0
T01260,U718,59617.7,online,desktop,Kolkata,evening,20,0,108,7,42,1
T01261,U333,7359.17,online,mobile,Mumbai,night,21,0,111,7,89,0
T01262,U225,83435.29,transfer,mobile,Mumbai,morning,7,0,59,2,511,0
T01263,U834,106161.55,ATM,desktop,Pune,morning,5,0,116,3,183,0
T01264,U680,60040.47,ATM,tablet,Mumbai,morning,11,0,140,5,927,0
T01265,U134,280080.0,transfer,mobile,Dubai,morning,7,1,91,2,764,1
T01266,U335,45740.9,transfer,desktop,Bangalore,afternoon,15,0,83,4,860,0
T01267,U193,115191.26,online,tablet,Mumbai,evening,17,0,58,3,77,1
T01268,U667,290084.79,online,desktop,Chennai,night,22,0,28,8,748,1
T01269,U957,21714.32,online,desktop,New York,evening,17,1,196,0,642,0
T01270,U664,132703.0,POS,tablet,Chennai,afternoon,12,0,103,2,490,0
T01271,U964,36638.01,transfer,tablet,London,night,1,1,21,2,720,1
T01272,U163,118513.16,ATM,desktop,Delhi,night,0,0,110,5,48,1
T01273,U686,43074.09,transfer,desktop,New York,afternoon,16,1,41,9,601,0
T01274,U669,189886.45,online,desktop,Pune,afternoon,16,0,133,0,281,0
T01275,U997,92449.04,online,desktop,New York,morning,5,1,177,5,995,0
T01276,U500,145783.85,transfer,desktop,Chennai,morning,7,0,62,3,695,0
T01277,U569,271717.21,transfer,desktop,Delhi,morning,8,0,162,1,663,0
T01278,U915,213145.52,transfer,desktop,Delhi,night,4,0,56,4,718,0
T01279,U428,69930.75,POS,mobile,Chennai,night,2,0,78,6,836,1
T01280,U202,100269.8,ATM,tablet,New York,afternoon,12,1,124,2,942,1
T01281,U438,275579.49,online,desktop,London,night,2,1,65,4,973,1
T01282,U868,3044.17,ATM,tablet,Delhi,evening,20,0,97,0,520,0
T01283,U980,52113.12,online,desktop,Chennai,morning,6,0,58,3,282,0
T01284,U305,274860.73,online,mobile,London,afternoon,12,1,15,6,766,1
T01285,U573,68399.14,ATM,desktop,Bangalore,morning,9,0,89,1,583,0
T01286,U675,228160.53,POS,mobile,Delhi,morning,5,0,97,5,551,0
T01287,U448,140133.35,transfer,mobile,Bangalore,afternoon,13,0,167,7,539,1
T01288,U961,200604.57,POS,desktop,Mumbai,night,0,0,13,1,542,0
T01289,U811,240016.26,transfer,tablet,London,afternoon,14,1,41,1,30,1
T01290,U142,162293.93,ATM,tablet,Chennai,night,3,0,37,4,49,1
T01291,U787,90948.33,online,desktop,Pune,night,0,0,61,1,173,0
T01292,U653,283418.34,POS,tablet,London,night,2,1,23,0,364,1
T01293,U717,112075.58,POS,desktop,New York,morning,10,1,6,8,511,1
T01294,U585,30960.57,ATM,tablet,Pune,afternoon,13,0,137,7,67,0
T01295,U554,139969.63,online,desktop,Pune,night,3,0,36,1,560,0
T01296,U962,268930.18,ATM,tablet,New York,morning,8,1,7,10,165,1
T01297,U744,161513.52,transfer,tablet,London,night,1,1,165,8,999,1
T01298,U860,240549.38,transfer,tablet,New York,evening,19,1,25,2,247,1
T01299,U448,25085.07,POS,tablet,Bangalore,morning,11,0,120,6,54,0
T01300,U358,49631.64,POS,tablet,Chennai,night,22,0,100,3,731,0
T01301,U304,75678.57,POS,desktop,Singapore,afternoon,14,1,61,10,354,1
T01302,U533,105390.32,ATM,mobile,London,afternoon,12,1,176,2,896,1
T01303,U553,122802.76,POS,desktop,Kolkata,evening,17,0,151,4,615,0
T01304,U361,240593.01,online,mobile,New York,evening,20,1,90,0,54,1
T01305,U693,25835.87,POS,desktop,Mumbai,evening,18,0,11,9,372,0
T01306,U286,132945.44,ATM,mobile,Chennai,night,2,0,119,6,754,1
T01307,U733,258872.51,transfer,desktop,Singapore,morning,6,1,196,1,329,1
T01308,U890,288194.35,POS,desktop,Dubai,afternoon,14,1,99,0,777,1
T01309,U604,51718.27,online,mobile,Bangalore,evening,20,0,198,4,545,0
T01310,U732,122920.1,transfer,mobile,Bangalore,morning,7,0,195,6,80,1
T01311,U979,271965.48,online,mobile,Delhi,afternoon,14,0,97,1,293,0
T01312,U116,193219.36,ATM,mobile,Singapore,evening,20,1,113,5,447,1
T01313,U206,122173.41,transfer,desktop,Dubai,evening,17,1,115,4,857,1
T01314,U499,253588.38,POS,tablet,Delhi,morning,5,0,21,9,919,1
T01315,U917,150792.75,online,tablet,Chennai,evening,17,0,72,3,604,0
T01316,U221,284584.03,transfer,mobile,Pune,evening,18,0,80,6,765,1
T01317,U298,286566.35,online,desktop,Delhi,night,3,0,39,4,128,0
T01318,U387,255482.76,online,mobile,Kolkata,morning,9,0,111,3,590,0
T01319,U171,226255.05,transfer,tablet,Delhi,morning,9,0,14,2,969,0
T01320,U344,167756.05,POS,mobile,Singapore,morning,5,1,112,1,735,1
T01321,U776,241990.35,online,desktop,Bangalore,evening,20,0,166,0,833,0
T01322,U325,189223.51,POS,tablet,New York,night,1,1,63,8,460,1
T01323,U488,15892.81,transfer,tablet,Chennai,afternoon,15,0,181,4,846,0
T01324,U412,193263.28,online,desktop,Delhi,night,3,0,114,10,482,1
T01325,U832,14769.56,ATM,mobile,Bangalore,night,0,0,132,5,896,0
T01326,U988,13499.3,POS,tablet,Delhi,evening,19,0,98,7,329,0
T01327,U487,151652.14,ATM,desktop,Delhi,morning,10,0,102,9,224,1
T01328,U174,273939.44,transfer,tablet,Chennai,morning,5,0,154,8,41,1
T01329,U571,128081.83,transfer,tablet,Dubai,afternoon,12,1,198,7,334,1
T01330,U288,39736.54,transfer,mobile,Singapore,afternoon,12,1,121,8,804,0
T01331,U168,26697.6,online,tablet,Singapore,afternoon,15,1,126,5,770,0
T01332,U981,201628.62,POS,desktop,Kolkata,afternoon,16,0,44,9,263,1
T01333,U792,36735.82,POS,tablet,Delhi,morning,7,0,141,8,997,0
T01334,U390,76504.66,POS,tablet,Singapore,afternoon,15,1,158,3,997,0
T01335,U356,269567.09,transfer,desktop,Delhi,afternoon,14,0,170,10,751,1
T01336,U333,132497.18,ATM,mobile,Bangalore,afternoon,16,0,87,9,547,1
T01337,U138,94387.26,online,tablet,Pune,night,21,0,104,5,719,0
T01338,U728,155978.38,POS,desktop,Bangalore,afternoon,12,0,116,2,717,0
T01339,U901,179718.82,POS,mobile,New York,night,21,1,188,6,84,1
T01340,U805,268614.54,POS,tablet,Kolkata,night,22,0,35,0,854,0
T01341,U440,84071.83,transfer,mobile,Kolkata,morning,11,0,72,0,561,0
T01342,U595,67843.35,POS,desktop,Dubai,afternoon,12,1,100,3,955,0
T01343,U740,294039.91,POS,mobile,Dubai,night,4,1,53,8,683,1
T01344,U231,210357.84,POS,desktop,Pune,morning,6,0,58,4,734,0
T01345,U152,238292.9,ATM,desktop,Dubai,night,4,1,171,3,654,1
T01346,U533,261589.02,ATM,mobile,Chennai,morning,6,0,123,4,825,0
T01347,U963,148517.98,POS,mobile,Chennai,night,3,0,128,7,127,1
T01348,U703,152548.67,online,tablet,London,night,3,1,108,2,233,1
T01349,U432,170278.89,online,desktop,Mumbai,evening,19,0,111,9,352,1
T01350,U930,61466.33,POS,desktop,Bangalore,afternoon,15,0,2,9,731,1
T01351,U634,59041.28,online,tablet,London,morning,8,1,182,1,859,0
T01352,U700,150082.98,ATM,mobile,Pune,morning,6,0,140,0,395,0
T01353,U590,234541.37,transfer,tablet,Delhi,evening,20,0,180,3,902,0
T01354,U245,236638.78,online,mobile,Delhi,morning,5,0,65,7,857,1
T01355,U744,143390.92,ATM,desktop,London,morning,6,1,175,1,197,1
T01356,U944,63542.16,transfer,tablet,Dubai,morning,6,1,143,4,498,0
T01357,U826,202690.91,POS,mobile,Mumbai,afternoon,15,0,3,8,780,1
T01358,U818,116664.51,ATM,mobile,Singapore,afternoon,12,1,156,0,804,1
T01359,U202,291005.42,online,mobile,Dubai,afternoon,14,1,8,0,943,1
T01360,U454,156604.81,transfer,desktop,Bangalore,night,3,0,93,9,380,1
T01361,U355,280146.97,ATM,desktop,Pune,night,2,0,199,0,617,0
T01362,U422,95760.42,ATM,desktop,Pune,evening,18,0,3,4,398,0
T01363,U657,167517.49,POS,tablet,London,afternoon,14,1,170,5,904,1
T01364,U400,172829.41,POS,mobile,London,morning,11,1,78,1,117,1
T01365,U500,31607.49,transfer,mobile,Pune,afternoon,15,0,27,0,510,0
T01366,U615,47916.95,ATM,desktop,Dubai,morning,5,1,66,5,447,0
T01367,U205,207997.4,online,mobile,Kolkata,afternoon,13,0,71,8,655,1
T01368,U345,184042.99,online,mobile,Dubai,morning,5,1,80,6,854,1
T01369,U473,136843.16,POS,tablet,Bangalore,morning,8,0,107,2,476,0
T01370,U540,265681.81,ATM,mobile,London,morning,11,1,40,1,740,1
T01371,U154,175555.49,POS,desktop,Singapore,night,1,1,46,4,617,1
T01372,U185,187914.03,POS,desktop,London,morning,10,1,200,7,855,1
T01373,U734,287382.79,POS,desktop,Delhi,evening,18,0,3,1,919,0
T01374,U235,276203.76,online,desktop,Chennai,night,3,0,141,3,635,0
T01375,U874,135015.77,online,tablet,Bangalore,night,2,0,96,0,539,0
T01376,U368,196578.52,POS,mobile,Bangalore,morning,10,0,80,10,926,1
T01377,U677,176497.94,transfer,tablet,Delhi,morning,11,0,150,1,487,0
T01378,U174,164818.31,online,tablet,Delhi,morning,9,0,96,8,732,1
T01379,U712,22158.66,transfer,mobile,London,morning,6,1,108,10,419,0
T01380,U137,59458.55,ATM,mobile,Pune,night,1,0,130,6,966,1
T01381,U769,114939.85,online,desktop,Bangalore,night,2,0,56,7,704,1
T01382,U826,77042.53,ATM,tablet,New York,morning,5,1,20,9,595,1
T01383,U632,197434.96,transfer,tablet,Singapore,night,21,1,169,0,530,1
T01384,U700,138034.63,online,mobile,Singapore,night,4,1,159,0,769,1
T01385,U819,22719.56,transfer,desktop,Delhi,night,0,0,20,0,593,1
T01386,U830,106037.32,online,desktop,Pune,evening,19,0,180,1,659,0
T01387,U437,167963.24,ATM,tablet,Bangalore,evening,18,0,155,4,866,0
T01388,U108,88138.72,POS,desktop,Mumbai,evening,19,0,175,6,41,1
T01389,U336,137329.96,POS,desktop,Singapore,night,3,1,133,10,950,1
T01390,U932,290657.5,POS,desktop,Chennai,night,0,0,143,0,572,0
T01391,U894,39114.15,transfer,desktop,Mumbai,morning,7,0,177,7,152,0
T01392,U157,239382.15,online,desktop,Bangalore,evening,17,0,150,5,141,0
T01393,U156,118242.27,ATM,mobile,Bangalore,night,23,0,58,7,96,1
T01394,U747,141358.45,ATM,mobile,Pune,afternoon,13,0,68,10,366,1
T01395,U783,170795.94,online,tablet,Delhi,morning,6,0,67,4,976,0
T01396,U814,114857.75,transfer,mobile,Dubai,morning,5,1,167,10,924,1
T01397,U912,220428.08,online,mobile,Mumbai,night,2,0,38,1,545,0
T01398,U999,208122.54,online,desktop,Dubai,afternoon,12,1,141,9,298,1
T01399,U620,124955.9,POS,desktop,Kolkata,morning,11,0,72,0,95,0
T01400,U877,299077.86,online,mobile,Dubai,night,22,1,170,7,514,1
T01401,U573,298993.91,online,desktop,Mumbai,evening,19,0,158,5,83,1
T01402,U157,23270.4,POS,desktop,Bangalore,evening,20,0,87,4,107,0
T01403,U577,28297.04,ATM,tablet,Delhi,night,22,0,35,4,653,0
T01404,U431,202942.49,transfer,desktop,New York,night,3,1,163,10,31,1
T01405,U824,51632.47,ATM,desktop,Bangalore,morning,6,0,157,3,79,0
T01406,U756,147664.22,transfer,mobile,Bangalore,morning,5,0,157,5,511,0
T01407,U165,58392.53,POS,mobile,Bangalore,evening,20,0,58,2,321,0
T01408,U877,8985.69,online,mobile,New York,night,4,1,123,3,329,0
T01409,U879,281664.47,ATM,tablet,Delhi,morning,7,0,104,2,758,0
T01410,U284,273639.28,POS,desktop,Chennai,morning,5,0,33,0,846,0
T01411,U682,213190.36,POS,tablet,New York,night,21,1,160,3,660,1
T01412,U102,128689.13,transfer,mobile,Singapore,morning,8,1,177,9,74,1
T01413,U853,282254.71,ATM,desktop,London,morning,8,1,198,1,389,1
T01414,U253,198265.89,online,desktop,Kolkata,night,4,0,73,3,444,0
T01415,U760,270862.82,ATM,mobile,New York,afternoon,16,1,9,0,718,1
T01416,U837,196414.63,POS,tablet,Kolkata,evening,17,0,142,7,431,1
T01417,U676,184607.15,POS,desktop,Delhi,night,22,0,50,7,239,1
T01418,U875,186201.18,ATM,tablet,London,afternoon,14,1,94,1,667,1
T01419,U816,174933.6,transfer,mobile,Dubai,morning,5,1,38,9,813,1
T01420,U745,204098.2,POS,mobile,Pune,evening,20,0,88,7,514,1
T01421,U844,247779.79,ATM,tablet,Chennai,evening,20,0,157,1,360,0
T01422,U697,163915.56,transfer,desktop,Pune,afternoon,14,0,59,7,242,1
T01423,U318,51855.63,POS,desktop,Delhi,night,3,0,39,10,486,1
T01424,U263,240392.28,POS,mobile,Dubai,afternoon,15,1,96,6,890,1
T01425,U539,79821.34,transfer,tablet,Chennai,night,1,0,54,0,285,1
T01426,U114,133664.86,online,desktop,Chennai,evening,19,0,161,7,871,1
T01427,U750,219126.41,ATM,desktop,Kolkata,afternoon,14,0,31,1,260,0
T01428,U179,237016.0,ATM,tablet,Chennai,night,3,0,198,2,702,0
T01429,U770,192213.48,online,tablet,New York,evening,19,1,71,4,842,1
T01430,U728,197056.31,ATM,desktop,Chennai,morning,5,0,44,5,588,0
T01431,U584,45686.71,online,desktop,Chennai,night,4,0,50,10,449,0
T01432,U717,12366.83,transfer,mobile,Dubai,night,4,1,127,8,210,0
T01433,U995,256926.33,ATM,tablet,Dubai,night,0,1,95,6,828,1
T01434,U988,261671.6,POS,tablet,Pune,afternoon,15,0,89,9,697,1
T01435,U952,175970.06,online,tablet,London,night,21,1,159,8,214,1
T01436,U947,192592.78,online,mobile,Pune,night,21,0,5,2,30,1
T01437,U840,111589.14,POS,desktop,New York,morning,8,1,21,6,923,1
T01438,U219,90785.33,ATM,tablet,Singapore,night,1,1,119,1,182,0
T01439,U202,85227.86,online,desktop,New York,afternoon,12,1,85,4,410,0
T01440,U598,73652.98,transfer,tablet,Mumbai,afternoon,12,0,123,8,235,1
T01441,U531,245280.64,transfer,tablet,Chennai,afternoon,12,0,188,1,66,1
T01442,U937,239618.98,ATM,mobile,New York,night,1,1,40,2,627,1
T01443,U432,283304.83,ATM,mobile,New York,morning,6,1,52,5,297,1
T01444,U595,93225.12,transfer,mobile,Dubai,afternoon,14,1,55,1,485,0
T01445,U115,98896.95,transfer,mobile,London,evening,19,1,69,8,496,1
T01446,U684,207322.14,transfer,desktop,Chennai,morning,8,0,93,3,51,1
T01447,U168,5409.15,online,mobile,Pune,morning,10,0,199,0,649,0
T01448,U748,222588.87,online,mobile,Chennai,afternoon,14,0,28,8,637,1
T01449,U206,167953.78,POS,tablet,Pune,morning,8,0,177,3,233,0
T01450,U586,206287.78,ATM,tablet,Pune,morning,10,0,78,7,473,1
T01451,U167,116440.26,online,tablet,Pune,afternoon,16,0,134,1,604,0
T01452,U996,293659.57,online,tablet,Kolkata,afternoon,13,0,27,5,904,0
T01453,U266,32865.94,ATM,tablet,Delhi,evening,20,0,72,8,229,0
T01454,U809,226678.91,online,mobile,Pune,morning,6,0,105,9,267,1
T01455,U490,285752.39,POS,desktop,Kolkata,night,3,0,143,6,101,1
T01456,U158,244015.25,online,desktop,Dubai,morning,11,1,17,3,55,1
T01457,U543,194160.51,transfer,mobile,Bangalore,afternoon,13,0,119,3,521,0
T01458,U536,285332.52,ATM,tablet,Pune,afternoon,16,0,10,9,434,1
T01459,U682,113031.37,online,tablet,Pune,morning,9,0,107,2,751,0
T01460,U405,46806.95,transfer,desktop,Dubai,night,1,1,192,6,375,1
T01461,U844,137377.18,transfer,desktop,Bangalore,afternoon,15,0,165,10,722,1
T01462,U228,40252.19,ATM,desktop,Bangalore,night,21,0,115,9,970,0
T01463,U131,201250.13,ATM,desktop,Pune,afternoon,16,0,167,5,349,0
T01464,U182,228933.3,transfer,mobile,Singapore,night,3,1,96,1,188,1
T01465,U323,102254.65,transfer,desktop,Bangalore,morning,7,0,135,6,392,1
T01466,U236,91006.44,transfer,tablet,New York,afternoon,15,1,134,7,367,1
T01467,U213,280968.68,POS,mobile,Singapore,night,2,1,23,3,77,1
T01468,U653,102561.72,transfer,desktop,Delhi,night,1,0,55,7,79,1
T01469,U498,144945.88,online,mobile,Mumbai,afternoon,13,0,111,9,462,1
T01470,U853,194469.62,POS,mobile,Mumbai,evening,19,0,196,7,909,1
T01471,U333,73499.86,online,tablet,Mumbai,evening,20,0,185,4,88,0
T01472,U167,43534.33,ATM,tablet,Chennai,evening,19,0,90,10,188,0
T01473,U142,79565.49,POS,mobile,Dubai,afternoon,14,1,138,7,570,1
T01474,U162,127465.83,ATM,tablet,Kolkata,morning,10,0,57,6,706,1
T01475,U688,199987.38,ATM,tablet,Chennai,morning,5,0,55,1,249,0
T01476,U488,153704.26,transfer,tablet,Bangalore,morning,5,0,187,4,179,0
T01477,U927,190514.46,online,desktop,London,morning,6,1,108,10,584,1
T01478,U641,8723.73,POS,desktop,Dubai,evening,20,1,103,1,536,0
T01479,U199,23539.43,transfer,mobile,Mumbai,evening,20,0,179,5,283,0
T01480,U783,244444.92,ATM,tablet,Kolkata,night,3,0,135,5,390,0
T01481,U585,271090.98,transfer,mobile,Singapore,night,4,1,140,4,252,1
T01482,U827,70279.6,POS,desktop,Mumbai,morning,9,0,123,3,103,0
T01483,U983,61653.6,transfer,tablet,Kolkata,evening,18,0,111,10,44,1
T01484,U324,63259.05,ATM,tablet,New York,morning,7,1,10,2,215,0
T01485,U139,222863.97,POS,mobile,Delhi,night,3,0,185,7,459,1
T01486,U340,26744.51,ATM,tablet,Pune,evening,17,0,122,1,531,0
T01487,U983,258751.65,ATM,mobile,Pune,morning,10,0,7,10,480,1
T01488,U764,111545.19,POS,mobile,Chennai,afternoon,13,0,6,0,969,0
T01489,U206,200259.2,ATM,tablet,Singapore,night,4,1,123,10,781,1
T01490,U862,198137.36,transfer,desktop,Dubai,night,1,1,115,7,257,1
T01491,U702,68367.85,ATM,desktop,Dubai,morning,10,1,169,8,314,1
T01492,U469,257378.4,online,tablet,Mumbai,morning,5,0,102,5,746,0
T01493,U203,250754.07,transfer,tablet,Kolkata,night,2,0,73,0,869,1
T01494,U182,89301.15,ATM,tablet,Singapore,morning,5,1,135,5,639,0
T01495,U602,232136.61,ATM,mobile,London,morning,5,1,192,6,684,1
T01496,U923,144435.29,ATM,tablet,Pune,morning,8,0,93,1,302,0
T01497,U777,29740.36,transfer,mobile,Mumbai,afternoon,15,0,101,6,592,0
T01498,U947,153245.44,POS,tablet,Pune,afternoon,12,0,118,0,633,0
T01499,U458,283307.12,ATM,mobile,Chennai,evening,19,0,83,4,466,0
T01500,U529,141851.74,POS,desktop,New York,afternoon,15,1,17,8,64,1
T01501,U553,50201.07,online,mobile,London,night,23,1,172,7,379,1
T01502,U523,190651.11,transfer,desktop,New York,evening,19,1,74,4,412,1
T01503,U147,289155.7,online,desktop,Delhi,night,21,0,132,8,684,1
T01504,U628,200717.16,online,mobile,Delhi,night,23,0,161,8,326,1
T01505,U987,223716.23,transfer,desktop,Singapore,morning,7,1,149,4,749,1
T01506,U272,281587.52,transfer,mobile,Dubai,afternoon,12,1,82,9,976,1
T01507,U265,69966.84,online,desktop,Dubai,afternoon,14,1,11,4,569,0
T01508,U189,175443.13,POS,mobile,Kolkata,evening,18,0,6,8,919,1
T01509,U294,261278.69,ATM,mobile,New York,night,21,1,90,10,417,1
T01510,U263,125340.25,ATM,desktop,New York,afternoon,15,1,99,9,715,1
T01511,U477,244918.51,POS,desktop,Pune,night,23,0,150,4,968,0
T01512,U644,84993.82,online,mobile,Dubai,morning,8,1,10,6,353,1
T01513,U770,14316.87,transfer,mobile,Chennai,afternoon,16,0,150,7,895,0
T01514,U641,205423.7,transfer,tablet,Delhi,night,0,0,154,7,363,1
T01515,U456,155807.73,online,desktop,Bangalore,afternoon,14,0,172,1,500,0
T01516,U657,154457.27,POS,tablet,New York,night,1,1,112,8,349,1
T01517,U763,4043.82,ATM,mobile,Delhi,afternoon,12,0,131,8,157,0
T01518,U398,168899.16,ATM,mobile,Mumbai,night,1,0,25,3,812,0
T01519,U197,73088.81,transfer,desktop,Delhi,evening,17,0,156,8,489,1
T01520,U984,42584.69,transfer,mobile,Singapore,afternoon,14,1,135,7,434,0
T01521,U945,289477.49,transfer,desktop,Dubai,morning,10,1,119,7,698,1
T01522,U718,265329.75,online,mobile,London,afternoon,14,1,72,3,713,1
T01523,U738,183573.68,online,desktop,Kolkata,evening,19,0,183,10,525,1
T01524,U982,229048.88,online,tablet,London,afternoon,16,1,101,7,86,1
T01525,U465,65671.22,ATM,mobile,Kolkata,afternoon,12,0,90,10,804,1
T01526,U810,41522.47,ATM,mobile,Delhi,morning,9,0,114,1,447,0
T01527,U433,148742.81,POS,desktop,Bangalore,morning,10,0,116,6,808,1
T01528,U523,285013.49,transfer,tablet,Kolkata,night,23,0,27,9,512,1
T01529,U539,190839.55,transfer,mobile,Chennai,morning,9,0,122,2,487,0
T01530,U150,172526.25,transfer,tablet,Chennai,afternoon,12,0,166,1,679,0
T01531,U204,171775.09,online,tablet,Mumbai,night,0,0,59,3,794,0
T01532,U252,48111.09,transfer,tablet,Kolkata,morning,7,0,190,3,146,0
T01533,U802,43879.85,online,desktop,Chennai,afternoon,14,0,177,6,176,0
T01534,U378,254171.3,transfer,tablet,Mumbai,evening,19,0,38,9,683,1
T01535,U347,191732.37,online,tablet,Pune,night,4,0,189,5,544,0
T01536,U772,166080.47,online,mobile,Mumbai,afternoon,14,0,61,7,388,1
T01537,U539,206302.87,online,mobile,Delhi,night,23,0,81,5,659,0
T01538,U200,56737.91,transfer,desktop,Bangalore,morning,8,0,25,10,622,1
T01539,U861,295962.44,ATM,desktop,Singapore,afternoon,15,1,147,1,841,1
T01540,U960,234123.42,online,tablet,Delhi,afternoon,13,0,127,7,145,1
T01541,U468,276724.13,online,tablet,Delhi,night,23,0,87,6,846,1
T01542,U518,139460.82,transfer,tablet,Dubai,morning,5,1,7,8,400,1
T01543,U553,70310.59,transfer,desktop,London,evening,18,1,97,1,46,0
T01544,U559,24445.85,transfer,desktop,New York,night,0,1,56,9,770,1
T01545,U371,15483.75,ATM,mobile,Bangalore,night,4,0,70,4,616,0
T01546,U627,43176.23,online,desktop,Chennai,night,3,0,154,5,895,0
T01547,U302,293603.13,online,desktop,Pune,morning,7,0,188,1,666,0
T01548,U333,156747.82,online,tablet,Chennai,night,2,0,79,4,872,0
T01549,U973,97582.32,transfer,desktop,London,morning,6,1,149,6,397,1
T01550,U399,248037.99,online,tablet,New York,afternoon,13,1,73,3,510,1
T01551,U344,291646.8,online,tablet,Pune,night,23,0,182,9,197,1
T01552,U620,197241.67,ATM,desktop,Mumbai,night,23,0,12,6,925,1
T01553,U697,88543.49,ATM,desktop,Chennai,night,23,0,94,4,870,0
T01554,U629,165083.02,ATM,tablet,Dubai,night,22,1,91,1,78,1
T01555,U536,125675.02,transfer,tablet,Dubai,morning,10,1,127,9,657,1
T01556,U424,165071.97,ATM,mobile,Chennai,morning,5,0,119,7,866,1
T01557,U987,223304.8,transfer,desktop,Dubai,afternoon,15,1,83,3,354,1
T01558,U567,93356.85,transfer,desktop,New York,afternoon,13,1,189,6,47,1
T01559,U596,146638.83,POS,tablet,Singapore,afternoon,14,1,127,2,880,1
T01560,U388,272811.23,POS,mobile,Singapore,morning,8,1,46,8,491,1
T01561,U115,171617.58,ATM,mobile,Kolkata,night,22,0,164,3,433,0
T01562,U106,88829.27,online,mobile,Pune,morning,9,0,157,7,223,1
T01563,U178,251856.72,online,mobile,Dubai,morning,10,1,155,10,364,1
T01564,U366,117599.38,online,tablet,London,evening,19,1,191,3,248,1
T01565,U287,27557.34,ATM,desktop,Bangalore,night,3,0,3,1,536,0
T01566,U987,225402.25,online,desktop,Singapore,afternoon,12,1,54,9,590,1
T01567,U107,190431.73,POS,tablet,Pune,afternoon,14,0,186,4,924,0
T01568,U296,108030.73,ATM,tablet,Dubai,night,3,1,18,8,413,1
T01569,U504,60644.05,transfer,desktop,Chennai,night,23,0,143,9,660,1
T01570,U107,176412.49,online,tablet,New York,afternoon,16,1,160,8,627,1
T01571,U798,155341.56,online,mobile,Mumbai,evening,17,0,156,3,208,0
T01572,U482,281735.05,ATM,mobile,Singapore,night,4,1,106,6,62,1
T01573,U631,205075.72,transfer,tablet,Mumbai,afternoon,14,0,175,3,560,0
T01574,U570,90608.08,transfer,tablet,Singapore,night,0,1,127,7,400,1
T01575,U694,72214.37,ATM,mobile,Kolkata,morning,6,0,170,1,583,0
T01576,U247,155763.26,ATM,mobile,New York,morning,11,1,181,5,879,1
T01577,U698,8411.71,ATM,mobile,Chennai,night,21,0,109,5,605,0
T01578,U350,191057.53,transfer,mobile,Delhi,afternoon,16,0,152,1,575,0
T01579,U272,205236.66,online,mobile,Dubai,morning,8,1,26,4,445,1
T01580,U719,73868.56,transfer,tablet,Delhi,afternoon,16,0,57,5,806,0
T01581,U738,57870.05,online,tablet,Singapore,evening,19,1,3,7,711,1
T01582,U223,277501.72,transfer,mobile,London,night,23,1,109,10,704,1
T01583,U429,48229.8,online,mobile,Chennai,afternoon,16,0,180,6,487,0
T01584,U102,141031.48,ATM,desktop,Bangalore,night,21,0,37,8,775,1
T01585,U737,290756.14,transfer,mobile,Dubai,evening,20,1,2,6,269,1
T01586,U111,5732.59,ATM,tablet,Dubai,afternoon,12,1,182,2,861,0
T01587,U704,123173.92,ATM,mobile,New York,morning,10,1,159,9,872,1
T01588,U623,181369.63,POS,tablet,Delhi,afternoon,16,0,190,9,890,1
T01589,U121,123243.81,ATM,tablet,Pune,night,3,0,106,5,563,0
T01590,U544,86087.54,POS,mobile,Pune,morning,8,0,60,8,109,1
T01591,U184,115784.16,ATM,tablet,Dubai,night,21,1,192,0,711,1
T01592,U515,230068.77,online,mobile,Kolkata,morning,6,0,86,7,551,1
T01593,U898,48640.32,transfer,desktop,Chennai,evening,17,0,96,10,41,0
T01594,U711,111139.69,ATM,mobile,Pune,afternoon,16,0,133,8,61,1
T01595,U353,83672.34,online,desktop,Pune,afternoon,16,0,133,9,662,1
T01596,U122,244907.25,ATM,mobile,London,afternoon,14,1,137,3,317,1
T01597,U639,94642.67,transfer,desktop,Delhi,afternoon,16,0,8,6,872,1
T01598,U786,36759.51,POS,desktop,Pune,evening,19,0,134,5,622,0
T01599,U598,198145.03,online,mobile,New York,afternoon,13,1,200,4,828,1
T01600,U300,232030.03,transfer,desktop,New York,afternoon,12,1,72,1,499,1
T01601,U125,75212.1,transfer,tablet,Chennai,night,1,0,62,1,706,1
T01602,U837,269725.12,POS,mobile,Chennai,afternoon,12,0,22,7,424,1
T01603,U993,266429.79,ATM,desktop,Kolkata,afternoon,14,0,142,9,554,1
T01604,U266,272775.67,transfer,tablet,Mumbai,evening,19,0,35,2,634,0
T01605,U886,278792.32,online,desktop,Dubai,afternoon,15,1,95,3,813,1
T01606,U681,184279.71,transfer,tablet,Pune,night,21,0,151,8,655,1
T01607,U912,214600.61,ATM,tablet,Mumbai,morning,6,0,93,3,898,0
T01608,U621,115722.6,online,mobile,Delhi,afternoon,16,0,13,6,381,1
T01609,U226,244785.71,POS,desktop,Pune,evening,17,0,24,7,928,1
T01610,U212,296488.52,online,tablet,Pune,morning,8,0,8,0,223,0
T01611,U912,282365.42,POS,tablet,Singapore,night,23,1,125,7,197,1
