Amount,Date,Transaction Time,Platform,Transaction Type,Fraud Possibility
34996,7082025,1730,1,1,0
25449,1082025,1658,2,0,0
12182,8082025,808,5,0,0
18940,1082025,549,2,0,1
42908,9082025,1016,3,1,0
12362,5082025,520,2,0,1
25146,1082025,2132,3,1,0
19190,2082025,840,2,0,0
31796,30072025,2242,5,1,0
13502,29072025,1106,1,0,0
17730,13082025,950,4,0,0
13549,3082025,434,2,0,1
42625,31072025,1321,2,1,0
1696,14082025,658,1,0,0
6742,7082025,1046,3,0,0
7942,2082025,252,5,1,1
15594,2082025,1618,4,0,0
34007,4082025,838,4,1,0
22412,14082025,1253,3,1,0
28845,2082025,1157,1,0,0
47537,6082025,1117,4,0,0
4847,3082025,209,2,0,1
9859,14082025,1420,4,1,0
44801,7082025,1728,1,0,0
44079,9082025,1048,5,0,0
36963,4082025,2349,2,1,1
21567,28072025,1705,5,1,0
39561,10082025,1204,1,0,0
8821,30072025,1157,1,0,0
35779,6082025,1318,1,0,0
9387,11082025,2330,5,0,1
45762,14082025,830,2,1,0
36283,9082025,1224,2,1,0
48060,2082025,1242,1,0,0
15990,6082025,1939,3,0,0
10604,8082025,339,1,1,1
42297,10082025,2335,5,0,1
4741,2082025,1719,3,1,0
45313,31072025,1914,2,1,0
32973,6082025,2236,4,0,0
43074,13082025,156,5,0,1
21076,10082025,2025,4,0,0
5820,31072025,301,1,0,1
28063,9082025,1216,4,1,0
49345,2082025,1626,1,1,0
20742,6082025,334,2,1,1
8314,9082025,33,5,1,1
47065,11082025,2311,5,0,1
42848,12082025,1322,3,0,0
10254,1082025,1512,1,1,0
13638,14082025,1803,4,0,0
7768,5082025,1949,3,0,0
35996,8082025,1559,4,0,0
14981,9082025,546,5,1,1
27022,3082025,5,4,0,1
42716,8082025,337,1,0,1
10860,29072025,15,5,1,1
20803,6082025,1354,5,0,0
13248,4082025,1858,4,0,0
39374,13082025,1852,3,0,0
27370,29072025,652,2,0,0
26646,8082025,214,4,0,1
43918,11082025,708,4,1,0
32744,10082025,953,2,1,0
17639,4082025,205,3,1,1
33963,28072025,948,3,0,0
41454,2082025,1457,4,0,0
16254,11082025,228,4,1,1
17945,3082025,19,4,0,1
40061,4082025,2142,4,0,0
15828,5082025,1055,5,1,0
39277,28072025,1546,2,0,0
7871,14082025,1147,4,0,0
22992,12082025,818,1,1,0
39565,29072025,1850,1,0,0
2213,6082025,804,3,0,0
43577,28072025,750,5,1,0
45451,2082025,1307,5,0,0
44020,3082025,235,2,0,1
29716,8082025,2156,3,1,0
13816,30072025,1809,2,0,0
35102,8082025,210,4,1,1
20378,31072025,518,4,1,1
49258,6082025,1837,3,1,0
11808,30072025,901,2,0,0
24080,5082025,1713,2,1,0
11303,10082025,1803,5,1,0
1887,1082025,453,3,0,1
20761,13082025,1310,4,1,0
5426,8082025,124,2,1,1
38867,6082025,1516,3,0,0
890,8082025,140,2,1,1
664,2082025,359,3,0,1
18088,3082025,1936,5,0,0
38912,28072025,547,3,1,1
36359,30072025,1430,3,1,0
38815,13082025,131,2,1,1
33863,14082025,813,2,1,0
32002,9082025,1643,3,1,0
23270,29072025,1204,4,0,0
674,28072025,1218,4,0,0
17760,14082025,2300,3,0,1
9533,14082025,1226,1,1,0
4149,5082025,2006,1,1,0
44360,13082025,716,1,1,0
43716,28072025,1806,1,1,0
23188,7082025,1621,2,0,0
17447,7082025,911,3,1,0
8895,13082025,1446,1,0,0
23075,28072025,937,1,1,0
22141,4082025,1026,4,1,0
38538,12082025,2319,1,1,1
5125,7082025,550,2,1,1
20636,4082025,2156,1,0,0
1364,1082025,1708,1,1,0
43783,31072025,810,1,1,0
4197,1082025,2310,5,0,1
7777,31072025,1004,4,1,0
17986,6082025,2010,2,1,0
5782,2082025,1028,1,1,0
48937,10082025,919,3,1,0
32824,10082025,153,5,1,1
19634,13082025,106,2,0,1
30892,5082025,1325,5,0,0
39544,31072025,1742,1,1,0
14291,30072025,2039,4,1,0
47569,29072025,455,5,0,1
45852,11082025,536,1,0,1
3351,31072025,743,1,1,0
6735,12082025,1229,3,0,0
23636,29072025,519,4,1,1
36937,6082025,1631,2,0,0
20327,6082025,1106,4,0,0
26313,29072025,534,4,0,1
5817,2082025,1949,1,0,0
16823,10082025,245,5,0,1
37047,28072025,320,4,0,1
33815,5082025,2115,2,0,0
20483,8082025,821,4,0,0
34593,29072025,1929,4,1,0
29725,6082025,918,5,1,0
24270,28072025,1700,3,0,0
24803,31072025,1622,4,0,0
34544,14082025,2328,2,0,1
40818,29072025,1937,2,0,0
18467,3082025,1038,1,1,0
7803,13082025,1719,1,0,0
17751,2082025,611,3,1,0
14233,1082025,2208,5,1,0
43078,30072025,1222,2,0,0
6011,1082025,228,3,1,1
36667,3082025,1414,1,1,0
20677,11082025,31,3,1,1
20463,9082025,936,2,0,0
25701,4082025,2120,1,1,0
2799,5082025,1748,3,1,0
31151,4082025,1612,2,0,0
38105,29072025,2313,1,1,1
2164,29072025,449,3,0,1
7709,2082025,54,1,0,1
48934,31072025,110,4,0,1
47204,13082025,2200,2,0,0
43760,12082025,332,3,0,1
31113,14082025,33,2,1,1
2124,1082025,913,4,0,0
24864,13082025,107,3,0,1
37452,29072025,1614,5,0,0
45460,5082025,359,3,0,1
18945,14082025,1302,3,0,0
49125,10082025,2026,2,1,0
37237,12082025,1932,1,0,0
36593,31072025,1111,4,1,0
12627,7082025,48,1,1,1
17177,4082025,1703,5,0,0
23570,30072025,1457,5,1,0
17143,12082025,1348,3,1,0
5682,10082025,729,4,1,0
46817,7082025,548,5,1,1
16186,11082025,509,1,1,1
37293,28072025,2051,2,0,0
24837,11082025,1721,3,1,0
48426,6082025,1750,1,0,0
28217,12082025,1429,1,0,0
32319,5082025,115,2,1,1
34099,8082025,640,5,0,0
9132,30072025,1723,5,0,0
42378,9082025,233,1,0,1
20738,31072025,1229,4,1,0
41651,1082025,537,4,0,1
21549,29072025,626,4,1,0
40703,10082025,2013,2,1,0
46486,8082025,652,5,1,0
36177,10082025,255,3,1,1
17816,4082025,2209,5,1,0
27863,6082025,1657,1,1,0
11370,3082025,2159,4,0,0
32583,10082025,1953,2,1,0
36260,12082025,2330,3,1,1
36429,11082025,1715,2,0,0
4100,12082025,2318,4,1,1
17536,1082025,1020,3,1,0
26818,10082025,2139,4,0,0
47390,14082025,231,5,0,1
23649,9082025,319,1,1,1
34452,7082025,1707,5,0,0
44766,1082025,1349,3,0,0
19792,11082025,1648,1,1,0
37427,31072025,1921,3,0,0
37723,10082025,848,3,0,0
48406,12082025,1439,4,1,0
39095,28072025,252,5,1,1
39990,6082025,2113,5,0,0
24976,2082025,2334,1,1,1
28222,7082025,554,3,0,1
34020,14082025,939,2,1,0
15790,3082025,223,3,1,1
24325,30072025,751,2,0,0
3402,8082025,2351,5,0,1
40644,3082025,2039,4,0,0
17394,10082025,1345,1,1,0
25342,1082025,250,2,1,1
31925,7082025,1402,1,0,0
2872,7082025,409,5,0,1
47958,31072025,1624,1,1,0
43023,1082025,930,3,0,0
13798,29072025,1042,2,0,0
3761,13082025,1740,5,1,0
11548,3082025,1524,5,1,0
24328,11082025,356,4,0,1
49671,14082025,1108,3,0,0
37537,1082025,340,1,1,1
45273,3082025,727,2,1,0
39834,31072025,438,1,1,1
37712,13082025,1812,3,0,0
14677,9082025,1739,5,1,0
2561,4082025,821,3,0,0
15591,3082025,612,1,0,0
30542,31072025,1941,4,0,0
48744,13082025,1310,4,1,0
38424,8082025,2122,2,0,0
35045,31072025,1449,2,1,0
18630,29072025,27,1,0,1
32906,29072025,1945,3,0,0
36893,14082025,211,3,1,1
31878,2082025,1412,3,0,0
26055,2082025,136,4,1,1
35357,5082025,1247,1,0,0
10224,31072025,1315,4,1,0
42247,1082025,1256,4,0,0
42664,14082025,751,2,1,0
1346,3082025,309,5,1,1
9048,10082025,1217,4,0,0
13267,1082025,1409,2,1,0
45793,30072025,300,1,0,1
46157,4082025,449,4,1,1
10547,31072025,2043,2,1,0
47503,9082025,152,5,1,1
30688,6082025,346,1,1,1
23108,30072025,2231,2,0,0
33970,4082025,1343,2,1,0
34525,8082025,247,1,1,1
9060,8082025,2053,2,1,0
1934,11082025,139,3,1,1
43627,10082025,1459,3,1,0
6301,13082025,532,4,1,1
30641,6082025,50,4,1,1
2873,28072025,623,3,1,0
21441,8082025,1050,5,0,0
5420,13082025,1749,4,1,0
17062,2082025,540,5,0,1
32709,8082025,1506,2,0,0
47464,9082025,1818,4,1,0
31347,3082025,1133,5,0,0
38587,31072025,2233,1,1,0
47401,29072025,1941,5,1,0
9162,11082025,2118,5,1,0
15823,12082025,1509,2,1,0
23797,3082025,114,3,0,1
25453,12082025,2219,2,1,0
34456,4082025,1612,1,0,0
16770,8082025,729,1,0,0
13932,6082025,457,4,1,1
5182,12082025,640,2,1,0
34363,6082025,58,2,0,1
3168,4082025,715,4,0,0
10030,1082025,749,4,1,0
21736,28072025,1549,5,0,0
5036,2082025,806,1,1,0
1671,2082025,305,2,0,1
19052,31072025,1118,5,1,0
35539,14082025,1823,1,1,0
16530,10082025,1429,2,0,0
32926,3082025,129,5,0,1
34353,2082025,2221,2,0,0
38057,1082025,1923,3,1,0
664,8082025,1940,4,1,0
12504,2082025,1819,3,1,0
8160,12082025,1850,5,1,0
2612,2082025,607,3,1,0
2287,28072025,1827,1,0,0
34996,7082025,1730,1,1,0
25449,1082025,1658,2,1,0
12182,8082025,808,5,1,0
18940,1082025,549,2,1,1
42908,9082025,1016,3,1,0
12362,5082025,520,2,1,1
25146,1082025,2132,3,1,0
19190,2082025,840,2,0,0
31796,30072025,2242,5,0,0
13502,29072025,1106,1,0,0
17730,13082025,950,4,1,0
13549,3082025,434,2,1,1
42625,31072025,1321,2,0,0
1696,14082025,658,1,0,0
6742,7082025,1046,3,0,0
7942,2082025,252,5,0,1
15594,2082025,1618,4,0,0
34007,4082025,838,4,0,0
22412,14082025,1253,3,0,0
28845,2082025,1157,1,1,0
47537,6082025,1117,4,1,0
4847,3082025,209,2,0,1
9859,14082025,1420,4,0,0
44801,7082025,1728,1,0,0
44079,9082025,1048,5,0,0
36963,4082025,2349,2,0,1
21567,28072025,1705,5,1,0
39561,10082025,1204,1,1,0
8821,30072025,1157,1,1,0
35779,6082025,1318,1,0,0
9387,11082025,2330,5,0,1
45762,14082025,830,2,0,0
36283,9082025,1224,2,0,0
48060,2082025,1242,1,1,0
15990,6082025,1939,3,0,0
10604,8082025,339,1,0,1
42297,10082025,2335,5,1,1
4741,2082025,1719,3,1,0
45313,31072025,1914,2,0,0
32973,6082025,2236,4,0,0
43074,13082025,156,5,1,1
21076,10082025,2025,4,0,0
5820,31072025,301,1,1,1
28063,9082025,1216,4,1,0
49345,2082025,1626,1,1,0
20742,6082025,334,2,0,1
8314,9082025,33,5,1,1
47065,11082025,2311,5,0,1
42848,12082025,1322,3,1,0
10254,1082025,1512,1,1,0
13638,14082025,1803,4,0,0
7768,5082025,1949,3,0,0
35996,8082025,1559,4,0,0
14981,9082025,546,5,0,1
27022,3082025,5,4,1,1
42716,8082025,337,1,1,1
10860,29072025,15,5,0,1
20803,6082025,1354,5,1,0
13248,4082025,1858,4,0,0
39374,13082025,1852,3,1,0
27370,29072025,652,2,0,0
26646,8082025,214,4,1,1
43918,11082025,708,4,0,0
32744,10082025,953,2,1,0
17639,4082025,205,3,0,1
33963,28072025,948,3,1,0
41454,2082025,1457,4,0,0
16254,11082025,228,4,0,1
17945,3082025,19,4,1,1
40061,4082025,2142,4,0,0
15828,5082025,1055,5,0,0
39277,28072025,1546,2,0,0
7871,14082025,1147,4,0,0
22992,12082025,818,1,1,0
39565,29072025,1850,1,0,0
2213,6082025,804,3,0,0
43577,28072025,750,5,0,0
45451,2082025,1307,5,1,0
44020,3082025,235,2,1,1
29716,8082025,2156,3,1,0
13816,30072025,1809,2,1,0
35102,8082025,210,4,0,1
20378,31072025,518,4,0,1
49258,6082025,1837,3,1,0
11808,30072025,901,2,0,0
24080,5082025,1713,2,0,0
11303,10082025,1803,5,0,0
1887,1082025,453,3,0,1
20761,13082025,1310,4,0,0
5426,8082025,124,2,1,1
38867,6082025,1516,3,1,0
890,8082025,140,2,0,1
664,2082025,359,3,0,1
18088,3082025,1936,5,0,0
38912,28072025,547,3,1,1
36359,30072025,1430,3,0,0
38815,13082025,131,2,0,1
33863,14082025,813,2,1,0
32002,9082025,1643,3,0,0
23270,29072025,1204,4,1,0
674,28072025,1218,4,0,0
17760,14082025,2300,3,0,1
9533,14082025,1226,1,1,0
4149,5082025,2006,1,1,0
44360,13082025,716,1,0,0
43716,28072025,1806,1,1,0
23188,7082025,1621,2,0,0
17447,7082025,911,3,1,0
8895,13082025,1446,1,1,0
23075,28072025,937,1,1,0
22141,4082025,1026,4,0,0
38538,12082025,2319,1,1,1
5125,7082025,550,2,1,1
20636,4082025,2156,1,1,0
1364,1082025,1708,1,1,0
43783,31072025,810,1,0,0
4197,1082025,2310,5,1,1
7777,31072025,1004,4,1,0
17986,6082025,2010,2,0,0
5782,2082025,1028,1,1,0
48937,10082025,919,3,1,0
32824,10082025,153,5,1,1
19634,13082025,106,2,1,1
30892,5082025,1325,5,1,0
39544,31072025,1742,1,0,0
14291,30072025,2039,4,0,0
47569,29072025,455,5,0,1
45852,11082025,536,1,0,1
3351,31072025,743,1,1,0
6735,12082025,1229,3,0,0
23636,29072025,519,4,1,1
36937,6082025,1631,2,1,0
20327,6082025,1106,4,0,0
26313,29072025,534,4,0,1
5817,2082025,1949,1,0,0
16823,10082025,245,5,1,1
37047,28072025,320,4,1,1
33815,5082025,2115,2,0,0
20483,8082025,821,4,0,0
34593,29072025,1929,4,0,0
29725,6082025,918,5,0,0
24270,28072025,1700,3,1,0
24803,31072025,1622,4,0,0
34544,14082025,2328,2,1,1
40818,29072025,1937,2,1,0
18467,3082025,1038,1,1,0
7803,13082025,1719,1,0,0
17751,2082025,611,3,0,0
14233,1082025,2208,5,0,0
43078,30072025,1222,2,1,0
6011,1082025,228,3,1,1
36667,3082025,1414,1,1,0
20677,11082025,31,3,1,1
20463,9082025,936,2,0,0
25701,4082025,2120,1,0,0
2799,5082025,1748,3,0,0
31151,4082025,1612,2,1,0
38105,29072025,2313,1,0,1
2164,29072025,449,3,1,1
7709,2082025,54,1,0,1
48934,31072025,110,4,0,1
47204,13082025,2200,2,0,0
43760,12082025,332,3,1,1
31113,14082025,33,2,0,1
2124,1082025,913,4,1,0
24864,13082025,107,3,0,1
37452,29072025,1614,5,1,0
45460,5082025,359,3,1,1
18945,14082025,1302,3,1,0
49125,10082025,2026,2,0,0
37237,12082025,1932,1,0,0
36593,31072025,1111,4,1,0
12627,7082025,48,1,0,1
17177,4082025,1703,5,0,0
23570,30072025,1457,5,0,0
17143,12082025,1348,3,1,0
5682,10082025,729,4,1,0
46817,7082025,548,5,1,1
16186,11082025,509,1,0,1
37293,28072025,2051,2,0,0
24837,11082025,1721,3,0,0
48426,6082025,1750,1,0,0
28217,12082025,1429,1,0,0
32319,5082025,115,2,0,1
34099,8082025,640,5,0,0
9132,30072025,1723,5,1,0
42378,9082025,233,1,1,1
20738,31072025,1229,4,1,0
41651,1082025,537,4,0,1
21549,29072025,626,4,1,0
40703,10082025,2013,2,1,0
46486,8082025,652,5,0,0
36177,10082025,255,3,0,1
17816,4082025,2209,5,1,0
27863,6082025,1657,1,1,0
11370,3082025,2159,4,1,0
32583,10082025,1953,2,1,0
36260,12082025,2330,3,1,1
36429,11082025,1715,2,0,0
4100,12082025,2318,4,1,1
17536,1082025,1020,3,0,0
26818,10082025,2139,4,0,0
47390,14082025,231,5,0,1
23649,9082025,319,1,1,1
34452,7082025,1707,5,0,0
44766,1082025,1349,3,1,0
19792,11082025,1648,1,0,0
37427,31072025,1921,3,0,0
37723,10082025,848,3,1,0
48406,12082025,1439,4,1,0
39095,28072025,252,5,1,1
39990,6082025,2113,5,0,0
24976,2082025,2334,1,1,1
28222,7082025,554,3,1,1
34020,14082025,939,2,0,0
15790,3082025,223,3,1,1
24325,30072025,751,2,1,0
3402,8082025,2351,5,1,1
40644,3082025,2039,4,0,0
17394,10082025,1345,1,0,0
25342,1082025,250,2,1,1
31925,7082025,1402,1,0,0
2872,7082025,409,5,1,1
47958,31072025,1624,1,0,0
43023,1082025,930,3,0,0
13798,29072025,1042,2,1,0
3761,13082025,1740,5,1,0
11548,3082025,1524,5,1,0
24328,11082025,356,4,1,1
49671,14082025,1108,3,0,0
37537,1082025,340,1,1,1
45273,3082025,727,2,1,0
39834,31072025,438,1,1,1
37712,13082025,1812,3,0,0
14677,9082025,1739,5,1,0
2561,4082025,821,3,0,0
15591,3082025,612,1,0,0
30542,31072025,1941,4,1,0
48744,13082025,1310,4,1,0
38424,8082025,2122,2,0,0
35045,31072025,1449,2,0,0
18630,29072025,27,1,0,1
32906,29072025,1945,3,1,0
36893,14082025,211,3,1,1
31878,2082025,1412,3,0,0
26055,2082025,136,4,0,1
35357,5082025,1247,1,0,0
10224,31072025,1315,4,0,0
42247,1082025,1256,4,1,0
42664,14082025,751,2,0,0
1346,3082025,309,5,0,1
9048,10082025,1217,4,0,0
13267,1082025,1409,2,1,0
45793,30072025,300,1,1,1
46157,4082025,449,4,0,1
10547,31072025,2043,2,0,0
47503,9082025,152,5,1,1
30688,6082025,346,1,0,1
23108,30072025,2231,2,1,0
33970,4082025,1343,2,0,0
34525,8082025,247,1,1,1
9060,8082025,2053,2,0,0
1934,11082025,139,3,1,1
43627,10082025,1459,3,0,0
6301,13082025,532,4,0,1
30641,6082025,50,4,1,1
2873,28072025,623,3,1,0
21441,8082025,1050,5,0,0
5420,13082025,1749,4,0,0
17062,2082025,540,5,1,1
32709,8082025,1506,2,1,0
47464,9082025,1818,4,1,0
31347,3082025,1133,5,1,0
38587,31072025,2233,1,0,0
47401,29072025,1941,5,1,0
9162,11082025,2118,5,1,0
15823,12082025,1509,2,1,0
23797,3082025,114,3,1,1
25453,12082025,2219,2,1,0
34456,4082025,1612,1,0,0
16770,8082025,729,1,1,0
13932,6082025,457,4,1,1
5182,12082025,640,2,0,0
34363,6082025,58,2,0,1
3168,4082025,715,4,0,0
10030,1082025,749,4,1,0
21736,28072025,1549,5,0,0
5036,2082025,806,1,0,0
1671,2082025,305,2,0,1
19052,31072025,1118,5,0,0
35539,14082025,1823,1,1,0
16530,10082025,1429,2,1,0
32926,3082025,129,5,1,1
34353,2082025,2221,2,1,0
38057,1082025,1923,3,0,0
664,8082025,1940,4,1,0
12504,2082025,1819,3,1,0
8160,12082025,1850,5,1,0
2612,2082025,607,3,0,0
2287,28072025,1827,1,0,0
34996,7082025,1730,1,0,0
25449,1082025,1658,2,1,0
12182,8082025,808,5,1,0
18940,1082025,549,2,0,1
42908,9082025,1016,3,1,0
12362,5082025,520,2,0,1
25146,1082025,2132,3,0,0
19190,2082025,840,2,0,0
31796,30072025,2242,5,1,0
13502,29072025,1106,1,0,0
17730,13082025,950,4,0,0
13549,3082025,434,2,0,1
42625,31072025,1321,2,0,0
1696,14082025,658,1,0,0
6742,7082025,1046,3,1,0
7942,2082025,252,5,1,1
15594,2082025,1618,4,0,0
34007,4082025,838,4,0,0
22412,14082025,1253,3,1,0
28845,2082025,1157,1,0,0
47537,6082025,1117,4,0,0
4847,3082025,209,2,1,1
9859,14082025,1420,4,1,0
44801,7082025,1728,1,0,0
44079,9082025,1048,5,1,0
36963,4082025,2349,2,1,1
21567,28072025,1705,5,0,0
39561,10082025,1204,1,1,0
8821,30072025,1157,1,1,0
35779,6082025,1318,1,0,0
9387,11082025,2330,5,1,1
45762,14082025,830,2,0,0
36283,9082025,1224,2,0,0
48060,2082025,1242,1,1,0
15990,6082025,1939,3,0,0
10604,8082025,339,1,1,1
42297,10082025,2335,5,0,1
4741,2082025,1719,3,0,0
45313,31072025,1914,2,1,0
32973,6082025,2236,4,0,0
43074,13082025,156,5,0,1
21076,10082025,2025,4,1,0
5820,31072025,301,1,0,1
28063,9082025,1216,4,1,0
49345,2082025,1626,1,0,0
20742,6082025,334,2,0,1
8314,9082025,33,5,0,1
47065,11082025,2311,5,0,1
42848,12082025,1322,3,1,0
10254,1082025,1512,1,0,0
13638,14082025,1803,4,0,0
7768,5082025,1949,3,0,0
35996,8082025,1559,4,1,0
14981,9082025,546,5,1,1
27022,3082025,5,4,0,1
42716,8082025,337,1,1,1
10860,29072025,15,5,1,1
20803,6082025,1354,5,1,0
13248,4082025,1858,4,0,0
39374,13082025,1852,3,1,0
27370,29072025,652,2,0,0
26646,8082025,214,4,0,1
43918,11082025,708,4,0,0
32744,10082025,953,2,1,0
17639,4082025,205,3,0,1
33963,28072025,948,3,1,0
41454,2082025,1457,4,0,0
16254,11082025,228,4,1,1
17945,3082025,19,4,1,1
40061,4082025,2142,4,1,0
15828,5082025,1055,5,0,0
39277,28072025,1546,2,0,0
7871,14082025,1147,4,1,0
22992,12082025,818,1,1,0
39565,29072025,1850,1,0,0
2213,6082025,804,3,1,0
43577,28072025,750,5,0,0
45451,2082025,1307,5,0,0
44020,3082025,235,2,1,1
29716,8082025,2156,3,1,0
13816,30072025,1809,2,1,0
35102,8082025,210,4,0,1
20378,31072025,518,4,1,1
49258,6082025,1837,3,1,0
11808,30072025,901,2,1,0
24080,5082025,1713,2,1,0
11303,10082025,1803,5,1,0
1887,1082025,453,3,1,1
20761,13082025,1310,4,1,0
5426,8082025,124,2,0,1
38867,6082025,1516,3,1,0
890,8082025,140,2,0,1
664,2082025,359,3,0,1
18088,3082025,1936,5,1,0
38912,28072025,547,3,0,1
36359,30072025,1430,3,0,0
38815,13082025,131,2,1,1
33863,14082025,813,2,1,0
32002,9082025,1643,3,0,0
23270,29072025,1204,4,1,0
674,28072025,1218,4,1,0
17760,14082025,2300,3,1,1
9533,14082025,1226,1,1,0
4149,5082025,2006,1,1,0
44360,13082025,716,1,1,0
43716,28072025,1806,1,0,0
23188,7082025,1621,2,0,0
17447,7082025,911,3,0,0
8895,13082025,1446,1,0,0
23075,28072025,937,1,1,0
22141,4082025,1026,4,0,0
38538,12082025,2319,1,0,1
5125,7082025,550,2,0,1
20636,4082025,2156,1,1,0
1364,1082025,1708,1,1,0
43783,31072025,810,1,0,0
4197,1082025,2310,5,0,1
7777,31072025,1004,4,1,0
17986,6082025,2010,2,0,0
5782,2082025,1028,1,0,0
48937,10082025,919,3,0,0
32824,10082025,153,5,1,1
19634,13082025,106,2,1,1
30892,5082025,1325,5,0,0
39544,31072025,1742,1,0,0
14291,30072025,2039,4,1,0
47569,29072025,455,5,0,1
45852,11082025,536,1,0,1
3351,31072025,743,1,0,0
6735,12082025,1229,3,0,0
23636,29072025,519,4,1,1
36937,6082025,1631,2,0,0
20327,6082025,1106,4,0,0
26313,29072025,534,4,1,1
5817,2082025,1949,1,1,0
16823,10082025,245,5,0,1
37047,28072025,320,4,0,1
33815,5082025,2115,2,0,0
20483,8082025,821,4,0,0
34593,29072025,1929,4,1,0
29725,6082025,918,5,1,0
24270,28072025,1700,3,1,0
24803,31072025,1622,4,0,0
34544,14082025,2328,2,0,1
40818,29072025,1937,2,0,0
18467,3082025,1038,1,1,0
7803,13082025,1719,1,1,0
17751,2082025,611,3,0,0
14233,1082025,2208,5,1,0
43078,30072025,1222,2,1,0
6011,1082025,228,3,0,1
36667,3082025,1414,1,0,0
20677,11082025,31,3,1,1
20463,9082025,936,2,1,0
25701,4082025,2120,1,1,0
2799,5082025,1748,3,1,0
31151,4082025,1612,2,0,0
38105,29072025,2313,1,0,1
2164,29072025,449,3,0,1
7709,2082025,54,1,1,1
48934,31072025,110,4,1,1
47204,13082025,2200,2,1,0
43760,12082025,332,3,1,1
31113,14082025,33,2,1,1
2124,1082025,913,4,0,0
24864,13082025,107,3,0,1
37452,29072025,1614,5,1,0
45460,5082025,359,3,0,1
18945,14082025,1302,3,0,0
49125,10082025,2026,2,1,0
37237,12082025,1932,1,0,0
36593,31072025,1111,4,0,0
12627,7082025,48,1,0,1
17177,4082025,1703,5,1,0
23570,30072025,1457,5,0,0
17143,12082025,1348,3,0,0
5682,10082025,729,4,0,0
46817,7082025,548,5,1,1
16186,11082025,509,1,0,1
37293,28072025,2051,2,0,0
24837,11082025,1721,3,0,0
48426,6082025,1750,1,1,0
28217,12082025,1429,1,0,0
32319,5082025,115,2,1,1
34099,8082025,640,5,0,0
9132,30072025,1723,5,1,0
42378,9082025,233,1,1,1
20738,31072025,1229,4,1,0
41651,1082025,537,4,0,1
21549,29072025,626,4,0,0
40703,10082025,2013,2,0,0
46486,8082025,652,5,1,0
36177,10082025,255,3,1,1
17816,4082025,2209,5,0,0
27863,6082025,1657,1,1,0
11370,3082025,2159,4,0,0
32583,10082025,1953,2,1,0
36260,12082025,2330,3,1,1
36429,11082025,1715,2,0,0
4100,12082025,2318,4,0,1
17536,1082025,1020,3,0,0
26818,10082025,2139,4,0,0
47390,14082025,231,5,1,1
23649,9082025,319,1,0,1
34452,7082025,1707,5,0,0
44766,1082025,1349,3,1,0
19792,11082025,1648,1,1,0
37427,31072025,1921,3,1,0
37723,10082025,848,3,1,0
48406,12082025,1439,4,1,0
39095,28072025,252,5,1,1
39990,6082025,2113,5,0,0
24976,2082025,2334,1,0,1
28222,7082025,554,3,1,1
34020,14082025,939,2,0,0
15790,3082025,223,3,1,1
24325,30072025,751,2,1,0
3402,8082025,2351,5,0,1
40644,3082025,2039,4,0,0
17394,10082025,1345,1,1,0
25342,1082025,250,2,0,1
31925,7082025,1402,1,0,0
2872,7082025,409,5,1,1
47958,31072025,1624,1,0,0
43023,1082025,930,3,0,0
13798,29072025,1042,2,1,0
3761,13082025,1740,5,0,0
11548,3082025,1524,5,1,0
24328,11082025,356,4,0,1
49671,14082025,1108,3,1,0
37537,1082025,340,1,0,1
45273,3082025,727,2,1,0
39834,31072025,438,1,0,1
37712,13082025,1812,3,1,0
14677,9082025,1739,5,1,0
2561,4082025,821,3,1,0
15591,3082025,612,1,1,0
30542,31072025,1941,4,1,0
48744,13082025,1310,4,1,0
38424,8082025,2122,2,0,0
35045,31072025,1449,2,0,0
18630,29072025,27,1,0,1
32906,29072025,1945,3,0,0
36893,14082025,211,3,1,1
31878,2082025,1412,3,1,0
26055,2082025,136,4,1,1
35357,5082025,1247,1,0,0
10224,31072025,1315,4,1,0
42247,1082025,1256,4,1,0
42664,14082025,751,2,1,0
1346,3082025,309,5,0,1
9048,10082025,1217,4,0,0
13267,1082025,1409,2,0,0
45793,30072025,300,1,1,1
46157,4082025,449,4,1,1
10547,31072025,2043,2,0,0
47503,9082025,152,5,1,1
30688,6082025,346,1,0,1
23108,30072025,2231,2,0,0
33970,4082025,1343,2,1,0
34525,8082025,247,1,0,1
9060,8082025,2053,2,1,0
1934,11082025,139,3,1,1
43627,10082025,1459,3,0,0
6301,13082025,532,4,1,1
30641,6082025,50,4,0,1
2873,28072025,623,3,1,0
21441,8082025,1050,5,1,0
5420,13082025,1749,4,1,0
17062,2082025,540,5,1,1
32709,8082025,1506,2,1,0
47464,9082025,1818,4,0,0
31347,3082025,1133,5,0,0
38587,31072025,2233,1,0,0
47401,29072025,1941,5,0,0
9162,11082025,2118,5,0,0
15823,12082025,1509,2,1,0
23797,3082025,114,3,1,1
25453,12082025,2219,2,0,0
34456,4082025,1612,1,1,0
16770,8082025,729,1,0,0
13932,6082025,457,4,0,1
5182,12082025,640,2,1,0
34363,6082025,58,2,0,1
3168,4082025,715,4,0,0
10030,1082025,749,4,0,0
21736,28072025,1549,5,1,0
5036,2082025,806,1,0,0
1671,2082025,305,2,0,1
19052,31072025,1118,5,0,0
35539,14082025,1823,1,0,0
16530,10082025,1429,2,0,0
32926,3082025,129,5,1,1
34353,2082025,2221,2,0,0
38057,1082025,1923,3,0,0
664,8082025,1940,4,0,0
12504,2082025,1819,3,0,0
